Title,Author,Released,Purchased,Medium,Type,Category,Methodology,Theme1,Theme2,Theme3,Theme4,Theme5
Die dunkle Festung,Peter F. Hamilton,2008,2014-03-27,Audible,Story,Space Opera,,complexity,chaos,civilization,,
Divergent - Die Bestimmung,Veronica Roth,2011,2014-03-04,Audible,Story,Near Future,,identity,future-scenarios,chaos,,
Der Sandmann,Lars Kepler,2010,2014-02-28,Audible,Story,Crime,,human-behavior,chaos,,,
Chef sein Mensch bleiben,Ralf Husmann,2013,2014-02-26,Audible,Knowledge,Leadership,,human-behavior,leadership,identity,,
Arbeit macht Arbeit,Ralf Husmann,2012,2014-02-25,Audible,Knowledge,Leadership,,human-behavior,leadership,identity,,
On the Steel Breeze,Alastair Reynolds,2013,2014-02-21,Audible,Story,Space Opera,,civilization,future-scenarios,evolution,,
Influx,Daniel Suarez,2014,2014-02-20,Kindle,Story,Near Future,,power-dynamics,digital,future-scenarios,,
Gardens of the Moon,Steven Erikson,1999,2014-02-05,Audible,Story,High Fantasy,,civilization,chaos,power-dynamics,,
Der entfesselte Judas,Peter F. Hamilton,2007,2014-01-30,Audible,Story,Space Opera,,complexity,civilization,future-scenarios,,
Kepler-22b,Leon Specht,2014,2014-01-24,Kindle,Story,Near Future,,future-scenarios,ai-impact,chaos,,
Die Boten des Unheils,Peter F. Hamilton,2004,2014-01-24,Audible,Story,Space Opera,,complexity,civilization,future-scenarios,,
Der Stern der Pandora,Peter F. Hamilton,2004,2014-01-16,Audible,Story,Space Opera,,complexity,civilization,future-scenarios,,
Der Medicus,Noah Gordon,1986,2013-12-20,Audible,Story,Historical Fiction,,civilization,identity,evolution,,
Freedom,Daniel Suarez,2010,2013-12-14,Kindle,Story,Near Future,,digital,power-dynamics,chaos,,
Autogenes Training 2,Franziska Diesmann,2013,2013-12-07,Audible,Knowledge,Health,,health,consciousness,,,
Autogenes Training 1,Franziska Diesmann,2013,2013-12-07,Audible,Knowledge,Health,,health,consciousness,,,
Dinge geregelt kriegen,Kathrin Passig & Sascha Lobo,2008,2013-12-06,Audible,Knowledge,Leadership,,human-behavior,identity,creativity,,
Bin ich hier der Depp?,Martin Wehrle,2013,2013-12-04,Audible,Knowledge,Psychology,,human-behavior,identity,power-dynamics,,
Factotum,Charles Bukowski,1975,2013-11-29,Audible,Story,Literary Fiction,,identity,chaos,human-behavior,,
Die 7 Wege zur Effektivität,Stephen R. Covey,1989,2013-11-19,Audible,Knowledge,Leadership,,identity,strategy,human-behavior,,
Focus,Daniel Goleman,2013,2013-11-19,Audible,Knowledge,Psychology,,human-behavior,consciousness,identity,,
Fifty Shades of Grey 1,E. L. James,2011,2013-11-13,Audible,Story,Literary Fiction,,identity,human-behavior,,,
Die Juliette Society,Sasha Grey,2013,2013-11-13,Audible,Story,Literary Fiction,,identity,human-behavior,,,
Walter Kohut spricht Marquis de Sade,Marquis de Sade,2013,2013-11-13,Audible,Story,Literary Fiction,,consciousness,identity,human-behavior,,
Ego,Frank Schirrmacher,2013,2013-11-10,Audible,Knowledge,Philosophy,,ai-impact,civilization,ethics,,
The Crash of 2008 and What It Means,George Soros,2009,2013-11-10,Audible,Knowledge,Economics,,systems-thinking,complexity,power-dynamics,civilization,
Cashkurs,Dirk Müller,2011,2013-11-06,Audible,Story,Economics,,strategy,power-dynamics,civilization,chaos,
Showdown,Dirk Müller,2013,2013-11-05,Audible,Knowledge,Economics,,strategy,civilization,human-behavior,future-scenarios,
Mind Hacking,Norman Alexander,2013,2013-11-04,Kindle,Knowledge,Economics,,strategy,civilization,power-dynamics,future-scenarios,
Incognito,David Eagleman,2011,2013-11-02,Audible,Knowledge,Psychology,,human-behavior,identity,creativity,,
Animal Spirits,George A. Akerlof & Robert J. Shiller,2009,2013-11-01,Kindle,Knowledge,Neuroscience,,human-behavior,consciousness,identity,,
Unerklärlich ehrlich,Dan Ariely,2012,2013-11-01,Kindle,Knowledge,Economics,,human-behavior,systems-thinking,complexity,,
Denken hilft zwar nützt aber nichts,Dan Ariely,2008,2013-11-01,Kindle,Knowledge,Psychology,,human-behavior,ethics,identity,,
Perfekt!,Robert Greene,2012,2013-10-31,Kindle,Knowledge,Psychology,,human-behavior,ethics,identity,,
Mind Hacking,Norman Alexander,2013,2013-10-29,Audible,Knowledge,Psychology,,human-behavior,identity,creativity,strategy,
Ender's Game - Das große Spiel,Orson Scott Card,1985,2013-10-25,Audible,Knowledge,Psychology,,human-behavior,identity,creativity,strategy,
Perfekt!,Robert Greene,2012,2013-10-23,Audible,Story,Classic SF,,identity,strategy,ai-impact,future-scenarios,
Power: Die 48 Gesetze der Macht,Robert Greene,1998,2013-10-22,Audible,Knowledge,Psychology,,human-behavior,identity,creativity,strategy,
Animal Spirits,George A. Akerlof & Robert J. Shiller,2009,2013-10-16,Audible,Knowledge,Strategy,,power-dynamics,strategy,influence,leadership,
Die Kunst des klaren Denkens,Rolf Dobelli,2011,2013-10-14,Audible,Knowledge,Economics,,human-behavior,systems-thinking,complexity,,
Das Schwert des Normannen,Ulf Schiewe,2013,2013-10-13,Audible,Knowledge,Philosophy,,human-behavior,identity,ethics,,
Die Hure Babylon,Ulf Schiewe,2012,2013-10-09,Audible,Story,Historical Fiction,,civilization,power-dynamics,identity,,
Die letzte Kolonie,John Scalzi,2007,2013-10-04,Audible,Story,Historical Fiction,,civilization,power-dynamics,identity,,
Geisterbrigaden,John Scalzi,2006,2013-10-02,Audible,Story,Space Opera,,identity,civilization,future-scenarios,,
Krieg der Klone,John Scalzi,2005,2013-09-29,Audible,Story,Space Opera,,civilization,ai-impact,future-scenarios,,
Die Stein-Strategie,Holm Friebe,2013,2013-09-28,Kindle,Story,Space Opera,,civilization,ai-impact,future-scenarios,,
On the Steel Breeze (Poseidons Children Book 2),Alastair Reynolds,2013,2013-09-26,Kindle,Knowledge,Strategy,,strategy,systems-thinking,complexity,,
Gone Girl,Gillian Flynn,2012,2013-09-16,Audible,Story,Space Opera,,civilization,future-scenarios,ai-impact,,
Kochen - Die neue digitale Schule,ZS Zabert Sandmann & Michael Koch,2013,2013-09-11,Kindle,Story,Thriller,,human-behavior,identity,psychology,,
Das Komplott,John Grisham,2013,2013-09-06,Audible,Reference,Lifestyle,,creativity,,,,
Silent Control,Thore D. Hansen,2013,2013-09-06,Audible,Story,Thriller,,power-dynamics,ethics,identity,,
Amokspiel,Sebastian Fitzek & Johanna Steiner,2013,2013-09-03,Audible,Story,Near Future,,ai-impact,power-dynamics,digital,,
Die dunklen Gassen des Himmels,Tad Williams,1998,2013-08-23,Audible,Story,Thriller,,human-behavior,chaos,identity,,
Raising the Dead,Phillip Finch,2013,2013-08-21,Kindle,Story,High Fantasy,,identity,consciousness,civilization,,
Die neuen Herrscher der Welt,Jean Ziegler,2003,2013-08-19,Kindle,Story,Thriller,,chaos,ethics,human-behavior,,
Die Lilith Verheißung,Martin Calsow,2013,2013-08-19,Audible,Knowledge,Politics,,power-dynamics,civilization,ethics,,
Kill Decision,Daniel Suarez,2012,2013-08-17,Audible,Story,Thriller,,consciousness,identity,chaos,,
Aphrodite Eros und Amor,K. H. Kerkorian,2013,2013-08-08,Kindle,Story,Near Future,,ai-impact,digital,future-scenarios,,
Menschen lesen,Joe Navarro,2008,2013-08-08,Kindle,Reference,Lifestyle,,identity,civilization,,,
Darknet - Die Welt ist nur ein Spiel,Daniel Suarez,2009,2013-08-08,Audible,Knowledge,Psychology,,human-behavior,influence,identity,,
Black Box,Jennifer Egan,2012,2013-08-07,Kindle,Story,Near Future,,digital,power-dynamics,ai-impact,,
Cypherpunks,Julian Assange & Jacob Appelbaum & Andy Müller-Maguhn & Jérémie Zimmermann,2012,2013-07-31,Kindle,Story,Literary Fiction,,identity,consciousness,future-scenarios,,
Kollegen sind die Pest,Jochen Leffers,2013,2013-07-30,Kindle,Knowledge,Politics,,power-dynamics,digital,ethics,ai-impact,
Karriere für INTELLIGENTE Faule,Gitte Zeuner-Nafia,2013,2013-07-27,Kindle,Knowledge,Leadership,,power-dynamics,identity,human-behavior,,
Argumentieren unter Stress,Albert Thiele,2012,2013-06-27,Kindle,Knowledge,Leadership,,strategy,identity,leadership,,
World War Z,Max Brooks,2006,2013-06-27,Audible,Knowledge,Communication,,influence,strategy,human-behavior,,
Der 6-Minuten-Coach,Pierre Franckh,2013,2013-06-25,Kindle,Story,Thriller,,chaos,civilization,future-scenarios,,
Der kleine Lügendetektor,Joe Navarro,2013,2013-06-25,Kindle,Knowledge,Psychology,,identity,consciousness,human-behavior,,
Daemon - Die Welt ist nur ein Spiel,Daniel Suarez,2006,2013-06-21,Audible,Knowledge,Psychology,,human-behavior,influence,identity,,
Die Fuck It - Lösung,John C. Parkin,2013,2013-06-20,Kindle,Story,Near Future,,ai-impact,digital,future-scenarios,,
Sklaven ohne Ketten,Karlheinz Krass,2013,2013-06-19,Kindle,Knowledge,Eastern Philosophy,,consciousness,identity,ethics,,
The First 20 Hours,Josh Kaufman,2013,2013-06-13,Kindle,Knowledge,Politics,,power-dynamics,civilization,ethics,,
Am Abgrund (Die Chronik der Unsterblichen 1),Wolfgang Hohlbein,2013,2013-06-13,Audible,Knowledge,Psychology,,identity,creativity,human-behavior,,
Der Lilith Code,Martin Calsow,2013,2013-06-12,Audible,Story,Urban Fantasy,,identity,consciousness,civilization,,
Doctor Who: Harvest of Time,Alastair Reynolds,2013,2013-06-06,Kindle,Story,Thriller,,consciousness,identity,chaos,,
Manage Your Day-to-Day,99U & Jocelyn K. Glei,2013,2013-05-30,Kindle,Story,Classic SF,,identity,future-scenarios,ai-impact,,
Eden Prophecy,Graham Brown,2013,2013-05-28,Audible,Knowledge,Leadership,,creativity,delivery,flow,identity,
23 Lügen die sie uns über den Kapitalismus erzählen,Ha-Joon Chang,2010,2013-05-19,Kindle,Story,Thriller,,chaos,ethics,future-scenarios,,
Showdown: Der Kampf um Europa und unser Geld,Dirk Müller,2013,2013-05-19,Kindle,Knowledge,Economics,,power-dynamics,civilization,ethics,,
Inferno,Dan Brown,2013,2013-05-14,Audible,Knowledge,Economics,,strategy,civilization,power-dynamics,,
Beute (Prey),Michael Crichton,2002,2013-05-02,Audible,Story,Thriller,,identity,chaos,civilization,,
Erfolg ist kein Zufall,Noah St. John,2012,2013-03-28,Kindle,Story,Thriller,,chaos,identity,future-scenarios,,
How To Win Friends and Influence People,Dale Carnegie,1936,2013-03-18,Kindle,Knowledge,Psychology,,identity,human-behavior,creativity,,
Thinking Fast and Slow,Daniel Kahneman,2011,2013-03-18,Kindle,Knowledge,Communication,,influence,human-behavior,leadership,,
Silo,Hugh Howey,2011,2013-03-17,Audible,Knowledge,Psychology,,human-behavior,identity,strategy,systems-thinking,
Blue Remembered Earth (Poseidons Children Book 1),Alastair Reynolds,2012,2013-03-16,Kindle,Story,Near Future,,chaos,identity,civilization,,
Schnelles Denken langsames Denken,Daniel Kahneman,2011,2013-02-27,Audible,Story,Space Opera,,civilization,future-scenarios,ai-impact,,
2052. Der neue Bericht an den Club of Rome,Jorgen Randers,2012,2013-02-18,Kindle,Knowledge,Psychology,,human-behavior,identity,strategy,systems-thinking,
Ego: Das Spiel des Lebens,Frank Schirrmacher,2013,2013-02-18,Kindle,Knowledge,Complexity,,future-scenarios,systems-thinking,civilization,complexity,
Timeline,Michael Crichton,1999,2013-02-15,Audible,Knowledge,AI,,ai-impact,digital,future-scenarios,civilization,
This Explains Everything,John Brockman,2013,2013-02-09,Kindle,Story,Near Future,,ai-impact,digital,future-scenarios,,
Quest,Andreas Eschbach,2001,2013-02-06,Audible,Story,Historical Fiction,,civilization,identity,chaos,,
Der Krater,Douglas Preston,2004,2013-01-31,Audible,Knowledge,Science,,systems-thinking,complexity,future-scenarios,,
Sternenspiel,Sergej Lukianenko,2004,2013-01-15,Audible,Story,Near Future,,identity,chaos,ai-impact,,
Error,Neal Stephenson,2011,2012-12-10,Audible,Story,Thriller,,chaos,identity,future-scenarios,,
Inside Apple,Adam Lashinsky,2012,2012-12-10,Audible,Story,Near Future,,digital,ai-impact,chaos,,
Adobe Photoshop CS6 Book for Digital Photographers,Scott Kelby,2012,2012-12-06,Kindle,Story,Near Future,,digital,ai-impact,future-scenarios,,
The Signal and the Noise,Nate Silver,2012,2012-11-24,Kindle,Knowledge,Startup,,leadership,strategy,identity,,
How to Create a Mind,Ray Kurzweil,2012,2012-11-24,Kindle,Reference,Technical,,digital,creativity,,,
Breaking the Habit of Being Yourself,Joe Dispenza,2012,2012-11-24,Kindle,Knowledge,Science,,complexity,systems-thinking,future-scenarios,,
The 4-Hour Chef,Timothy Ferriss,2012,2012-11-20,Kindle,Knowledge,AI,,ai-impact,future-scenarios,consciousness,,
Click-Clack the Rattlebag,Neil Gaiman,2012,2012-10-30,Audible,Knowledge,Psychology,,consciousness,identity,human-behavior,,
Winter der Welt,Ken Follett,2012,2012-10-27,Audible,Reference,Lifestyle,,creativity,flow,,,
Bank 3.0,Brett King,2012,2012-10-26,Kindle,Story,Comedy,,identity,chaos,creativity,,
The Power of the Dog,Don Winslow,2005,2012-10-23,Kindle,Story,Historical Fiction,,civilization,power-dynamics,identity,,
Hummeldumm,Tommy Jaud,2009,2012-10-16,Audible,Knowledge,Digital,,digital,future-scenarios,business-value,,
Flammender Zorn,Suzanne Collins,2010,2012-09-28,Audible,Story,Crime,,power-dynamics,ethics,civilization,,
Gefährliche Liebe,Suzanne Collins,2009,2012-09-14,Audible,Story,Comedy,,identity,chaos,human-behavior,,
Financial Turmoil in Europe and the United States,George Soros,2012,2012-09-09,Kindle,Story,Near Future,,chaos,civilization,identity,,
Tödliche Spiele,Suzanne Collins,2008,2012-09-03,Audible,Story,Near Future,,chaos,identity,civilization,,
Quarantäne,Robert Charles Wilson,2001,2012-09-03,Audible,Knowledge,Economics,,civilization,power-dynamics,strategy,,
Die digitale Gesellschaft,Markus Beckedahl & Falk Lüke,2012,2012-08-31,Kindle,Story,Near Future,,chaos,civilization,identity,,
The King of Oil,Daniel Ammann,2009,2012-08-30,Kindle,Story,Near Future,,chaos,future-scenarios,identity,,
Dame König As Spion,John le Carré,1974,2012-07-29,Audible,Knowledge,Politics,,digital,power-dynamics,ethics,,
Nerd Attack!,Christian Stöcker,2011,2012-07-24,Audible,Knowledge,Biography,,leadership,strategy,power-dynamics,,
Advanced Web Metrics with Google Analytics,Brian Clifton,2010,2012-07-19,Kindle,Story,Thriller,,power-dynamics,strategy,identity,,
Limit,Frank Schätzing,2009,2012-05-30,Audible,Knowledge,Politics,,digital,civilization,future-scenarios,,
Micro,Michael Crichton & Richard Preston,2011,2012-05-02,Audible,Reference,Technical,,digital,creativity,,,
Ready Player One,Ernest Cline,2011,2012-04-04,Audible,Story,Near Future,,civilization,future-scenarios,chaos,,
Drohende Schatten,Robert Jordan,2000,2012-02-16,Audible,Story,Near Future,,ai-impact,future-scenarios,evolution,,
The Notebooks of Leonardo Da Vinci Complete,Leonardo da Vinci,2012,2012-02-12,Kindle,Story,Near Future,,digital,ai-impact,future-scenarios,,
The Einstein Theory of Relativity,H.A. Lorentz,2012,2012-02-12,Kindle,Story,High Fantasy,,civilization,power-dynamics,chaos,,
The Life of Buddha and Its Lessons,Henry Steel Olcott,2012,2012-02-12,Kindle,Reference,Lifestyle,,creativity,identity,,,
The Book of Tea,Kakuzo Okakura,1906,2012-02-12,Kindle,Knowledge,Science,,complexity,systems-thinking,future-scenarios,,
An Introduction to Yoga,Annie Wood Besant,1908,2012-02-12,Kindle,Knowledge,Eastern Philosophy,,consciousness,identity,ethics,,
DSLR Cinema,Kurt Lancaster,2012,2012-02-08,Kindle,Reference,Lifestyle,,creativity,digital,human-behavior,,
Der ewige Krieg: Roman,Joe Haldeman,1974,2012-02-08,Kindle,Story,Hard Science,,chaos,future-scenarios,civilization,ethics,
Sketching Light,Joe McNally,2012,2012-01-18,Kindle,Reference,Technical,,creativity,delivery,,,
Flashback,Dan Simmons,2011,2012-01-18,Audible,Story,Hard Science,,chaos,civilization,future-scenarios,,
The Like Economy,Brian Carter,2012,2012-01-13,Kindle,Reference,Lifestyle,,creativity,,,,
The Black Company,Glen Cook,1984,2012-01-09,Audible,Story,Near Future,,chaos,power-dynamics,civilization,,
Die Schiller-Strategie,Eva Wodarz-Eichner & Karsten Eichner,2012,2012-01-06,Kindle,Knowledge,Communication,,digital,influence,business-value,,
13 Things That Don't Make Sense,Michael Brooks,2008,2012-01-04,Kindle,Story,High Fantasy,,power-dynamics,strategy,civilization,,
Vom Urknall zum Durchknall,Alexander Unzicker,2010,2011-12-13,Kindle,Knowledge,Communication,,strategy,influence,leadership,,
Steve Jobs,Walter Isaacson,2011,2011-12-02,Audible,Knowledge,Science,,complexity,chaos,future-scenarios,,
Steve Jobs,Walter Isaacson,2011,2011-10-24,Kindle,Knowledge,Science,,complexity,chaos,civilization,,
[Classical works and various language/philosophy texts follow...]Title,Author,Release_Date,Date_Acquired,Medium,Story,Biography,,leadership,creativity,strategy,,
Vom Mythos des Normalen,Gabor Maté & Daniel Maté,2022,2025-06-24,Audible,Story,Biography,,leadership,creativity,strategy,,
Practical Generative AI with ChatGPT,Valentina Alto,2023,2025-06-11,Kindle,Knowledge,Philosophy,,identity,ethics,,,
The Beginning of Infinity,David Deutsch,2011,2025-06-08,Kindle,Knowledge,Psychology,,health,human-behavior,identity,,
Weapons of Math Destruction,Cathy O'Neil,2016,2025-06-08,Kindle,Knowledge,AI,,digital,ai-impact,delivery,,
Human Compatible,Stuart Russell,2019,2025-06-08,Audible,Knowledge,Philosophy,,complexity,systems-thinking,evolution,,
Memories of Ice,Steven Erikson,2001,2025-06-06,Audible,Knowledge,AI,,ethics,ai-impact,power-dynamics,,
Prompt Engineering for LLMs,John Berryman & Albert Ziegler,2023,2025-05-10,Kindle,Knowledge,AI,,ethics,ai-impact,future-scenarios,,
Der Loop-Approach,Sebastian Klein & Ben Hughes & Frederik Fleischmann,2021,2025-05-10,Kindle,Story,High Fantasy,,civilization,chaos,power-dynamics,,
Childhood's End,Arthur C. Clarke,1953,2025-05-10,Audible,Knowledge,AI,,ai-impact,delivery,digital,,
You Are the Universe,Menas C. Kafatos PhD & Deepak Chopra,2017,2025-05-10,Audible,Knowledge,Organization,,agile,business-agility,flow,,
Deadhouse Gates,Steven Erikson,2000,2025-05-03,Audible,Story,Classic SF,,consciousness,civilization,ai-impact,,
The Universal One,Walter Russell,1926,2025-04-23,Audible,Knowledge,Consciousness,,consciousness,systems-thinking,evolution,,
Die Gefährten,David Eddings,1982,2025-04-08,Audible,Story,High Fantasy,,civilization,chaos,power-dynamics,,
The Theory of Everything,Don Lincoln,2017,2025-04-02,Audible,Knowledge,Science,,consciousness,systems-thinking,evolution,,
The SaaS Playbook,Rob Walling,2022,2025-04-01,Audible,Story,High Fantasy,,civilization,power-dynamics,identity,,
The SaaS Playbook,Rob Walling,2022,2025-03-29,Kindle,Knowledge,Science,,complexity,systems-thinking,future-scenarios,,
New Work Home Office & Raumkonzepte der Zukunft,Irene Graf & Rainer Petek,2021,2025-03-23,Kindle,Knowledge,Startup,,business-value,strategy,digital,,
